time,node,valid,tracked,px,py,pz,qx,qy,qz,qw,trigger,axisX,axisY
3382.631,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3382.631,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3382.833,Head,True,True,0.2743557,0.04626918,-0.4379591,-0.228775,-0.1877475,-0.03811982,0.9544421,0,0,0
3382.833,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3382.833,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3383.050,Head,True,True,0.2736471,0.0471257,-0.4371544,-0.2318991,-0.1848207,-0.03741356,0.9542874,0,0,0
3383.050,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3383.050,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.8202621,0,0,0
3383.259,Head,True,True,0.2733068,0.04576302,-0.4350811,-0.2280771,-0.1866512,-0.0373695,0.9548538,0,0,0
3383.259,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520696,0.8680047,0,0,0
3383.259,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
3383.474,Head,True,True,0.2751609,0.04568517,-0.4341947,-0.2280225,-0.1839069,-0.03884015,0.9553405,0,0,0
3383.474,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3383.474,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3383.688,Head,True,True,0.2750232,0.0454812,-0.4340243,-0.2270639,-0.1841465,-0.03841167,0.95554,0,0,0
3383.688,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3383.688,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3383.904,Head,True,True,0.2740866,0.04543686,-0.4343463,-0.2270516,-0.1863835,-0.03845236,0.9551075,0,0,0
3383.904,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520695,0.8680047,0,0,0
3383.904,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3384.119,Head,True,True,0.2740856,0.04558599,-0.4346516,-0.2272522,-0.1857479,-0.03789644,0.9552058,0,0,0
3384.119,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756948,-0.3520695,0.8680047,0,0,0
3384.119,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921976,0.820262,0,0,0
3384.335,Head,True,True,0.2742235,0.04548037,-0.4344368,-0.2273351,-0.1860835,-0.03836514,0.955102,0,0,0
3384.335,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028966,0.1756948,-0.3520694,0.8680047,0,0,0
3384.335,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.359501,-0.3354844,0.2921977,0.820262,0,0,0
3384.540,Head,True,True,0.2742965,0.04527152,-0.4337948,-0.2256923,-0.1864062,-0.03886383,0.9554085,0,0,0
3384.540,LeftHand,True,True,0.1694946,-0.391733,-0.2802327,-0.3028965,0.1756949,-0.3520696,0.8680047,0,0,0
3384.540,RightHand,True,True,0.5730035,-0.3553483,-0.1221061,-0.3595009,-0.3354843,0.2921976,0.8202621,0,0,0
